,1stFlrSF,2ndFlrSF,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFullBath,BsmtQual,CentralAir,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,GarageArea,GarageCars,GarageFinish,GarageType,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrType,MoSold,Neighborhood,OverallCond,OverallQual,RoofStyle,SaleCondition,TotRmsAbvGrd,TotalBsmtSF,second_floor,Age,YearsSinceSale,SalePrice
90,1040,0,2,1Fam,NB,No,No,0.0,No,Y,TA,BrkFace,Wd Sdng,0,Slab,1,420.0,2.0,Unf,Detchd,1040,0,TA,1Story,1,TA,60.0,Reg,20,RL,None,7,NAmes,5,4,Gable,Normal,4,0.0,0,60,4,109900.0
91,1235,0,2,1Fam,TA,No,Rec,0.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,480.0,2.0,Unf,Attchd,1235,0,TA,1Story,1,TA,85.0,Reg,20,RL,BrkCmn,12,NAmes,3,5,Hip,Abnorml,6,1235.0,0,49,4,98600.0
92,964,0,2,1Fam,TA,No,ALQ,1.0,Gd,Y,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,432.0,2.0,Unf,Detchd,964,0,Ex,1Story,1,TA,80.0,IR1,30,RL,None,8,Crawfor,7,5,Gable,Normal,5,876.0,0,89,1,163500.0
93,1260,1031,4,2fmCon,Fa,Mn,Rec,0.0,TA,N,TA,MetalSd,MetalSd,1,BrkTil,2,506.0,2.0,Unf,Detchd,2291,0,Ex,2.5Unf,2,TA,60.0,Reg,190,C (all),None,11,OldTown,6,6,Hip,Normal,9,1214.0,1,100,3,133900.0
94,905,881,3,1Fam,TA,No,GLQ,1.0,Gd,Y,TA,VinylSd,VinylSd,0,PConc,2,684.0,2.0,RFn,Attchd,1786,1,Ex,2Story,1,Gd,69.0,IR1,60,RL,None,5,CollgCr,5,6,Gable,Normal,7,824.0,1,13,3,204750.0
95,680,790,3,1Fam,Gd,No,ALQ,0.0,Gd,Y,Ex,VinylSd,VinylSd,1,PConc,2,420.0,2.0,Fin,BuiltIn,1470,1,Gd,2Story,1,TA,0.0,IR2,60,RL,BrkFace,4,Gilbert,8,6,Gable,Normal,6,680.0,1,17,1,185000.0
96,1588,0,3,1Fam,TA,Av,ALQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,472.0,2.0,RFn,Attchd,1588,0,Ex,1Story,1,Gd,78.0,IR1,20,RL,BrkFace,8,CollgCr,5,7,Gable,Normal,6,1588.0,0,11,4,214000.0
97,960,0,3,1Fam,TA,No,Rec,1.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,432.0,1.0,Fin,Attchd,960,0,TA,1Story,1,TA,73.0,Reg,20,RL,BrkFace,5,Edwards,5,4,Hip,Normal,6,960.0,0,45,3,94750.0
98,835,0,2,1Fam,TA,No,ALQ,0.0,TA,N,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,366.0,1.0,Unf,Basment,835,0,Fa,1Story,1,TA,85.0,Reg,30,RL,None,5,Edwards,5,5,Gable,Abnorml,5,458.0,0,90,0,83000.0
99,1225,0,3,1Fam,TA,No,ALQ,1.0,TA,Y,TA,Plywood,Plywood,0,CBlock,1,0.0,0.0,Unf,Attchd,1225,1,Fa,1Story,1,TA,77.0,IR1,20,RL,None,1,NAmes,5,4,Gable,Normal,6,950.0,0,51,0,128950.0
100,1610,0,3,1Fam,TA,Mn,ALQ,1.0,TA,Y,TA,Plywood,Plywood,2,PConc,2,480.0,2.0,RFn,Attchd,1610,0,Gd,1Story,1,Gd,0.0,IR1,20,RL,BrkFace,2,NWAmes,7,6,Gable,Normal,6,1610.0,0,33,0,205000.0
101,977,755,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,HdBoard,HdBoard,1,CBlock,2,476.0,2.0,Fin,Attchd,1732,1,TA,2Story,1,Gd,77.0,Reg,60,RL,BrkFace,6,SawyerW,5,6,Gable,Normal,7,741.0,1,25,0,178000.0
102,1535,0,4,Duplex,NB,No,No,0.0,No,Y,TA,HdBoard,HdBoard,0,Slab,2,410.0,2.0,Unf,Attchd,1535,0,TA,1Story,2,TA,64.0,Reg,90,RL,None,6,SawyerW,5,5,Gable,Alloca,8,0.0,0,31,1,118964.0
103,1226,0,3,1Fam,TA,No,Unf,0.0,Gd,Y,TA,VinylSd,VinylSd,0,PConc,2,740.0,3.0,RFn,Attchd,1226,0,Ex,1Story,1,Gd,94.0,IR1,20,RL,None,5,CollgCr,5,7,Gable,Normal,6,1226.0,0,1,0,198900.0
104,1226,592,4,1Fam,TA,No,LwQ,0.0,TA,Y,TA,Stucco,Stucco,2,PConc,1,240.0,1.0,Unf,Detchd,1818,1,Ex,1.5Fin,1,TA,0.0,Reg,50,RM,BrkFace,6,IDOTRR,4,7,Gable,Normal,7,1040.0,1,79,3,169500.0
105,1053,939,3,1Fam,TA,No,Unf,0.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,2,648.0,2.0,RFn,Attchd,1992,1,Ex,2Story,1,Gd,75.0,Reg,60,FV,BrkFace,8,Somerst,5,8,Hip,Normal,9,1053.0,1,7,2,250000.0
106,1047,0,2,1Fam,TA,No,Unf,0.0,Fa,Y,TA,VinylSd,VinylSd,0,BrkTil,1,273.0,1.0,Unf,Detchd,1047,0,Gd,1Story,1,TA,60.0,Reg,30,RM,None,8,OldTown,7,4,Mansard,Normal,6,641.0,0,125,3,100000.0
107,789,0,2,1Fam,TA,No,ALQ,0.0,TA,Y,TA,VinylSd,VinylSd,0,CBlock,1,250.0,1.0,Unf,Detchd,789,0,Ex,1Story,1,TA,50.0,Reg,20,RM,None,4,OldTown,5,5,Gable,Partial,5,789.0,0,62,2,115000.0
108,997,520,3,1Fam,TA,No,Unf,0.0,TA,N,TA,CemntBd,CmentBd,0,CBlock,2,0.0,0.0,Unf,Attchd,1517,0,TA,1.5Fin,1,Fa,85.0,Reg,50,RM,None,8,IDOTRR,7,5,Gable,Normal,7,793.0,1,91,3,115000.0
109,1844,0,3,1Fam,TA,No,BLQ,0.0,Gd,Y,TA,Plywood,Plywood,1,CBlock,2,546.0,2.0,RFn,Attchd,1844,0,Ex,1Story,1,TA,105.0,IR1,20,RL,BrkFace,1,NWAmes,6,6,Hip,Normal,7,1844.0,0,33,0,190000.0
110,1216,639,4,1Fam,Fa,No,Rec,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,2,325.0,1.0,Unf,Attchd,1855,0,Gd,1.5Fin,1,TA,75.0,Reg,50,RL,None,10,Edwards,4,6,Gable,Normal,7,994.0,1,56,4,136900.0
111,774,656,3,1Fam,TA,No,GLQ,0.0,Gd,Y,TA,VinylSd,VinylSd,1,PConc,2,400.0,2.0,Fin,BuiltIn,1430,1,Ex,SLvl,1,TA,0.0,IR1,80,RL,None,4,Gilbert,5,7,Gable,Normal,7,384.0,1,10,0,180000.0
112,1282,1414,4,1Fam,TA,Av,GLQ,1.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,2,792.0,3.0,Fin,BuiltIn,2696,1,Ex,2Story,1,Ex,77.0,Reg,60,RL,Stone,10,CollgCr,5,7,Gable,Partial,10,1264.0,1,3,3,383970.0
113,2259,0,3,1Fam,TA,Mn,ALQ,1.0,Gd,Y,TA,Wd Sdng,Wd Sdng,2,CBlock,2,450.0,2.0,Unf,Basment,2259,0,TA,1Story,1,Gd,0.0,Reg,20,RL,BrkFace,10,Crawfor,5,6,Hip,Abnorml,7,1809.0,0,57,3,217000.0
114,1436,884,3,1Fam,TA,No,ALQ,1.0,TA,Y,TA,Wd Sdng,Wd Sdng,1,CBlock,2,180.0,1.0,Unf,Detchd,2320,1,Ex,2Story,1,Gd,61.0,IR1,70,RL,None,7,Crawfor,8,6,Gambrel,Normal,9,1028.0,1,65,3,259500.0
115,729,729,2,TwnhsE,TA,No,GLQ,0.0,Gd,Y,TA,MetalSd,MetalSd,1,PConc,2,440.0,2.0,Unf,Detchd,1458,1,Gd,2Story,1,TA,34.0,Reg,160,FV,BrkFace,6,Somerst,5,6,Gable,Normal,5,729.0,1,11,3,176000.0
116,1092,0,3,1Fam,TA,No,LwQ,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,1,CBlock,1,288.0,1.0,Unf,Attchd,1092,0,TA,1Story,1,TA,0.0,Reg,20,RL,BrkFace,9,Sawyer,5,5,Gable,Normal,6,1092.0,0,48,1,139000.0
117,1125,0,2,1Fam,TA,No,Unf,0.0,Gd,Y,TA,VinylSd,VinylSd,0,PConc,1,430.0,2.0,Unf,Attchd,1125,1,Gd,1Story,1,TA,74.0,Reg,20,RL,None,4,Edwards,5,5,Gable,Partial,5,1125.0,0,4,3,155000.0
118,1699,1523,5,1Fam,TA,Mn,GLQ,1.0,Gd,Y,TA,Plywood,Plywood,2,PConc,3,594.0,3.0,Unf,Attchd,3222,0,Gd,2Story,1,Gd,90.0,Reg,60,RL,None,5,SawyerW,5,7,Hip,Normal,11,1673.0,1,20,0,320000.0
119,728,728,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,390.0,2.0,Fin,Attchd,1456,1,Ex,2Story,1,Gd,65.0,Reg,60,RL,None,7,CollgCr,5,6,Gable,Partial,8,728.0,1,5,4,163990.0
120,988,0,1,1Fam,TA,Gd,ALQ,1.0,TA,Y,TA,Plywood,Plywood,2,CBlock,1,540.0,2.0,Unf,Attchd,988,0,Ex,SLvl,1,TA,0.0,IR1,80,RL,None,10,ClearCr,5,6,Flat,Normal,4,938.0,0,41,4,180000.0
121,772,351,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,AsbShng,AsbShng,0,PConc,1,264.0,1.0,Unf,Detchd,1123,0,Gd,1.5Fin,1,TA,50.0,Reg,50,RM,None,6,IDOTRR,5,4,Gable,Normal,4,732.0,1,71,3,100000.0
122,1080,0,3,1Fam,TA,No,BLQ,0.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,288.0,1.0,Unf,Attchd,1080,0,Gd,1Story,1,TA,75.0,Reg,20,RL,BrkFace,6,NAmes,7,6,Hip,Normal,5,1080.0,0,52,2,136000.0
123,1199,0,2,TwnhsE,TA,No,GLQ,0.0,Gd,Y,Gd,Plywood,Plywood,0,PConc,2,530.0,2.0,RFn,Attchd,1199,0,Ex,1Story,1,Gd,55.0,Reg,120,RL,None,3,SawyerW,5,6,Gable,Normal,5,1199.0,0,17,2,153900.0
124,1586,0,3,1Fam,Fa,No,Unf,0.0,Gd,Y,TA,HdBoard,HdBoard,1,CBlock,2,435.0,2.0,Unf,Attchd,1586,0,TA,1Story,1,TA,48.0,IR1,20,RL,None,1,NWAmes,5,6,Gable,Normal,7,1362.0,0,31,1,181000.0
125,520,0,2,2fmCon,TA,Av,GLQ,1.0,TA,N,TA,Wd Sdng,Wd Sdng,0,CBlock,1,0.0,0.0,Unf,Attchd,754,0,Gd,1.5Fin,1,TA,60.0,Reg,190,RM,None,6,IDOTRR,8,6,Gable,Normal,5,520.0,0,75,4,84500.0
126,958,0,2,TwnhsE,TA,No,ALQ,0.0,Gd,Y,TA,Plywood,Plywood,1,CBlock,2,440.0,2.0,RFn,Attchd,958,0,TA,1Story,1,TA,0.0,IR1,120,RL,None,2,NPkVill,5,6,Gable,Normal,5,1078.0,0,34,3,128000.0
127,840,0,3,1Fam,TA,No,LwQ,0.0,TA,Y,TA,WdShing,Wd Sdng,1,BrkTil,1,0.0,0.0,Unf,Attchd,840,0,Ex,1.5Unf,1,TA,55.0,IR1,45,RM,None,6,OldTown,7,5,Gable,Normal,5,672.0,0,80,3,87000.0
128,660,688,3,1Fam,TA,No,BLQ,0.0,TA,Y,TA,VinylSd,VinylSd,1,CBlock,1,453.0,2.0,RFn,Attchd,1348,1,TA,2Story,1,TA,69.0,Reg,60,RL,BrkFace,7,NAmes,5,6,Gable,Normal,6,660.0,1,44,4,155000.0
129,1053,0,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,Plywood,Plywood,0,CBlock,1,750.0,2.0,RFn,2Types,1053,1,TA,1Story,1,Ex,69.0,Reg,20,RL,BrkFace,7,NAmes,7,5,Gable,Abnorml,6,1008.0,0,52,4,150000.0
130,1216,941,4,1Fam,TA,No,Rec,0.0,TA,Y,TA,MetalSd,MetalSd,2,CBlock,2,487.0,2.0,Fin,Attchd,2157,1,Ex,2Story,1,Gd,88.0,Reg,60,RL,BrkFace,5,NAmes,6,7,Gable,Normal,8,924.0,1,44,4,226000.0
131,1022,1032,3,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,390.0,2.0,RFn,BuiltIn,2054,1,Ex,2Story,1,Gd,0.0,IR1,60,RL,BrkFace,7,Gilbert,5,6,Gable,Normal,7,992.0,1,10,1,244000.0
132,1327,0,3,1Fam,TA,No,Rec,1.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,624.0,2.0,Unf,Detchd,1327,0,Gd,1Story,1,Gd,75.0,Reg,20,RL,None,7,NAmes,6,5,Gable,Normal,7,1063.0,0,51,3,150750.0
133,1296,0,2,1Fam,TA,No,GLQ,1.0,Ex,Y,Gd,VinylSd,VinylSd,0,PConc,2,471.0,2.0,Fin,Attchd,1296,0,Ex,1Story,1,Gd,0.0,IR1,20,RL,BrkFace,6,Timber,5,8,Gable,Normal,6,1267.0,0,9,1,220000.0
134,1721,0,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,Plywood,Plywood,1,CBlock,2,440.0,2.0,RFn,Attchd,1721,1,Gd,1Story,1,TA,78.0,IR1,20,RL,None,7,Sawyer,6,5,Gable,Normal,7,1461.0,0,42,4,180000.0
135,1682,0,3,1Fam,TA,No,Unf,0.0,TA,Y,TA,Plywood,Plywood,1,PConc,2,530.0,2.0,Unf,Attchd,1682,0,Gd,1Story,1,TA,80.0,Reg,20,RL,BrkFace,5,NWAmes,6,7,Hip,Normal,7,1304.0,0,40,2,174000.0
136,1214,0,3,1Fam,TA,No,BLQ,0.0,TA,Y,TA,MetalSd,MetalSd,1,CBlock,2,318.0,1.0,RFn,Attchd,1214,0,TA,1Story,1,TA,0.0,IR1,20,RL,BrkFace,7,NAmes,5,5,Gable,Normal,5,1214.0,0,43,3,143000.0
137,1959,0,5,Duplex,TA,No,Unf,0.0,TA,Y,TA,VinylSd,VinylSd,0,CBlock,3,766.0,3.0,Unf,2Types,1959,0,Gd,1Story,2,TA,82.0,Reg,90,RL,BrkFace,7,Mitchel,5,7,Gable,Family,9,1907.0,0,22,4,171000.0
138,1004,848,3,1Fam,TA,Mn,GLQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,2,PConc,2,660.0,3.0,Fin,Attchd,1852,1,Ex,2Story,1,Gd,73.0,IR1,60,RL,BrkFace,12,CollgCr,5,8,Gable,Normal,7,1004.0,1,11,2,230000.0
139,928,836,3,1Fam,TA,No,GLQ,1.0,Gd,Y,TA,VinylSd,VinylSd,0,PConc,2,470.0,2.0,RFn,Attchd,1764,1,Ex,2Story,1,Gd,65.0,IR1,60,RL,None,8,CollgCr,5,6,Gable,Normal,7,928.0,1,13,1,231500.0
140,864,0,3,1Fam,TA,No,ALQ,0.0,TA,Y,TA,HdBoard,HdBoard,1,CBlock,1,0.0,0.0,Unf,Attchd,864,0,TA,1Story,1,TA,70.0,Reg,20,RL,None,4,NAmes,5,4,Gable,Normal,5,864.0,0,39,0,115000.0
141,1734,0,3,1Fam,TA,Av,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,660.0,2.0,Fin,Attchd,1734,0,Ex,1Story,1,Gd,78.0,Reg,20,RL,None,1,CollgCr,5,7,Gable,Normal,7,1734.0,0,5,4,260000.0
142,910,475,4,1Fam,TA,No,Rec,0.0,TA,Y,TA,BrkFace,Wd Sdng,0,CBlock,2,720.0,2.0,Unf,Detchd,1385,0,Fa,1.5Fin,1,TA,71.0,Reg,50,RL,None,6,NAmes,4,5,Gable,Normal,6,910.0,1,58,0,166000.0
143,1501,0,3,1Fam,TA,Gd,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,577.0,2.0,RFn,Attchd,1501,0,Ex,1Story,1,Gd,78.0,IR1,20,RL,BrkFace,6,CollgCr,5,7,Gable,Normal,6,1490.0,0,11,1,204000.0
144,1728,0,6,Duplex,TA,No,Rec,1.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,2,504.0,2.0,Unf,Detchd,1728,0,TA,1Story,2,TA,70.0,Reg,90,RM,BrkFace,11,Sawyer,5,5,Gable,Abnorml,10,1728.0,0,47,4,125000.0
145,970,739,3,Twnhs,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,380.0,2.0,Unf,Detchd,1709,0,Ex,2Story,1,Gd,24.0,Reg,160,RM,Stone,4,Edwards,5,6,Gable,Normal,7,970.0,1,6,4,130000.0
146,875,0,2,1Fam,TA,No,BLQ,1.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,180.0,1.0,Unf,Detchd,875,0,TA,1Story,1,TA,51.0,Reg,30,RM,None,11,BrkSide,7,5,Gable,Normal,5,715.0,0,79,1,105000.0
147,884,1151,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,434.0,2.0,Fin,BuiltIn,2035,1,Ex,2Story,1,Gd,0.0,IR1,60,RL,BrkFace,5,Gilbert,5,7,Gable,Normal,8,884.0,1,9,0,222500.0
148,1080,0,3,1Fam,TA,No,GLQ,1.0,Gd,Y,TA,VinylSd,VinylSd,0,PConc,1,0.0,0.0,Unf,Attchd,1080,0,Ex,1Story,1,Gd,63.0,Reg,20,RL,BrkFace,4,SawyerW,5,7,Gable,Normal,6,1080.0,0,6,2,141000.0
149,896,448,3,1Fam,TA,No,Unf,0.0,Gd,Y,TA,MetalSd,MetalSd,0,BrkTil,1,240.0,1.0,Unf,Detchd,1344,0,Gd,1.5Fin,1,TA,0.0,Reg,50,RM,None,4,BrkSide,4,5,Gable,Normal,7,896.0,1,74,4,115000.0
150,969,0,3,1Fam,TA,Av,BLQ,0.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,440.0,2.0,Unf,Attchd,969,1,TA,1Story,1,TA,120.0,Reg,20,RL,None,1,CollgCr,6,5,Gable,Normal,5,969.0,0,35,3,122000.0
151,1710,0,2,1Fam,TA,Gd,GLQ,1.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,2,866.0,3.0,RFn,Attchd,1710,0,Ex,1Story,1,Gd,107.0,Reg,20,RL,Stone,1,NridgHt,5,8,Hip,Partial,6,1710.0,0,3,2,372402.0
152,1097,896,4,1Fam,TA,No,Rec,0.0,TA,Y,TA,HdBoard,HdBoard,1,CBlock,2,495.0,2.0,RFn,Attchd,1993,1,Gd,2Story,1,TA,0.0,IR1,60,RL,BrkFace,6,NWAmes,5,6,Gable,Normal,8,825.0,1,39,4,190000.0
153,1252,0,1,1Fam,TA,Gd,BLQ,1.0,Gd,Y,TA,BrkFace,Plywood,1,CBlock,1,564.0,2.0,RFn,Attchd,1252,0,Gd,1Story,1,TA,0.0,Reg,20,RL,None,3,ClearCr,7,6,Flat,Normal,4,1602.0,0,50,2,235000.0
154,1200,0,4,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,312.0,1.0,Unf,Detchd,1200,0,TA,1Story,1,TA,84.0,Reg,30,RM,None,3,OldTown,5,6,Gable,Family,7,1200.0,0,87,4,125000.0
155,572,524,2,1Fam,TA,No,Unf,0.0,TA,N,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,0.0,0.0,Unf,Attchd,1096,0,Fa,1.5Fin,1,TA,60.0,Reg,50,RL,None,4,Edwards,5,6,Gable,Normal,5,572.0,1,86,2,79000.0
156,1040,0,2,1Fam,NB,No,No,0.0,No,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,625.0,2.0,Unf,Detchd,1040,0,TA,1Story,1,TA,60.0,Reg,20,RL,None,6,NAmes,7,5,Hip,Normal,5,0.0,0,60,4,109500.0
157,774,1194,4,1Fam,TA,No,Unf,0.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,2,680.0,3.0,Fin,BuiltIn,1968,1,Ex,2Story,1,Ex,92.0,Reg,60,RL,BrkFace,5,Timber,5,8,Gable,Partial,8,774.0,1,1,0,269500.0
158,991,956,3,1Fam,TA,No,GLQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,678.0,2.0,RFn,Attchd,1947,1,Ex,2Story,1,Gd,100.0,Reg,60,FV,None,5,Somerst,5,7,Gable,Normal,8,991.0,1,6,0,254900.0
159,1392,1070,4,1Fam,TA,Mn,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,576.0,2.0,RFn,Attchd,2462,1,Ex,2Story,1,Gd,134.0,IR1,60,RL,BrkFace,3,Gilbert,5,7,Gable,Partial,9,1392.0,1,5,4,320000.0
160,1232,0,3,1Fam,TA,No,BLQ,0.0,Gd,Y,TA,Plywood,Plywood,0,PConc,2,516.0,2.0,Unf,Attchd,1232,0,TA,1Story,1,TA,0.0,IR1,20,RL,None,6,Veenker,6,6,Gable,Normal,6,1232.0,0,26,2,162500.0
161,1572,1096,3,1Fam,TA,Av,GLQ,1.0,Ex,Y,Gd,VinylSd,VinylSd,2,PConc,2,726.0,3.0,Fin,BuiltIn,2668,1,Ex,2Story,1,Ex,110.0,IR1,60,RL,BrkFace,3,NridgHt,5,9,Gable,Normal,10,1572.0,1,7,2,412500.0
162,1541,0,3,1Fam,TA,Mn,BLQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,532.0,2.0,RFn,Attchd,1541,0,Ex,1Story,1,Gd,95.0,Reg,20,RL,BrkFace,5,NridgHt,5,7,Gable,Partial,7,1541.0,0,5,0,220000.0
163,882,0,1,1Fam,TA,No,Unf,0.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,0.0,0.0,Unf,Attchd,882,0,Ex,1.5Unf,1,TA,55.0,Reg,45,RL,None,4,OldTown,6,4,Gable,Normal,4,882.0,0,54,3,103200.0
164,1149,467,3,1Fam,TA,Mn,LwQ,0.0,TA,Y,TA,MetalSd,MetalSd,0,BrkTil,2,216.0,1.0,Unf,Detchd,1616,0,Gd,1Story,1,Gd,40.0,Reg,40,RM,None,10,OldTown,7,6,Gable,Normal,5,1149.0,1,84,3,152000.0
165,808,547,4,2fmCon,TA,No,ALQ,1.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,BrkTil,2,0.0,0.0,Unf,Attchd,1355,0,Gd,1.5Fin,2,TA,62.0,Reg,190,RL,None,9,Edwards,7,5,Gable,Normal,6,644.0,1,70,2,127500.0
166,1867,0,2,1Fam,TA,No,LwQ,1.0,TA,Y,Gd,Wd Sdng,Wd Sdng,3,CBlock,1,303.0,1.0,Fin,Attchd,1867,0,Ex,1Story,1,TA,0.0,IR1,20,RL,None,11,ClearCr,5,5,Hip,Normal,7,1617.0,0,55,1,190000.0
167,1610,551,3,1Fam,TA,No,GLQ,1.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,1,789.0,3.0,Fin,Attchd,2161,1,Ex,2Story,1,Ex,86.0,Reg,60,RL,Stone,11,NridgHt,5,8,Gable,Partial,8,1582.0,1,3,3,325624.0
168,840,880,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,440.0,2.0,Fin,Attchd,1720,1,Ex,2Story,1,Gd,62.0,IR1,60,RL,None,5,Gilbert,5,7,Gable,Normal,7,840.0,1,6,3,183500.0
169,1707,0,2,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,Plywood,Plywood,1,CBlock,2,511.0,2.0,RFn,Attchd,1707,1,TA,1Story,1,TA,0.0,IR1,20,RL,BrkFace,1,Timber,6,8,Hip,Normal,6,1686.0,0,29,4,228000.0
170,854,0,2,1Fam,TA,No,Rec,0.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,660.0,2.0,Unf,Detchd,1382,1,TA,1.5Fin,1,TA,0.0,IR1,50,RM,None,5,OldTown,6,5,Gable,Normal,7,720.0,0,69,3,128500.0
171,1656,0,3,1Fam,Gd,Gd,BLQ,1.0,TA,Y,TA,BrkFace,Plywood,2,CBlock,1,528.0,2.0,Fin,Attchd,1656,0,Fa,1Story,1,TA,141.0,IR1,20,RL,Stone,5,NAmes,5,6,Hip,Normal,7,1080.0,0,50,0,215000.0
172,1064,703,2,TwnhsE,Gd,No,GLQ,1.0,Gd,Y,Gd,HdBoard,HdBoard,1,PConc,2,504.0,2.0,RFn,Attchd,1767,0,Gd,2Story,1,Gd,44.0,IR1,160,RL,None,6,StoneBr,7,7,Gable,Normal,5,1064.0,1,23,4,239000.0
173,1362,0,3,1Fam,TA,No,ALQ,1.0,TA,Y,TA,WdShing,Wd Shng,1,CBlock,1,504.0,2.0,Unf,Attchd,1362,1,TA,1Story,1,TA,80.0,IR1,20,RL,BrkCmn,6,NAmes,5,6,Gable,Normal,6,1362.0,0,49,2,163000.0
174,1651,0,3,1Fam,Fa,No,ALQ,1.0,Gd,Y,TA,VinylSd,Plywood,1,CBlock,2,616.0,2.0,Fin,Attchd,1651,0,TA,1Story,1,TA,47.0,IR1,20,RL,Stone,11,Timber,5,6,Gable,Normal,7,1606.0,0,24,2,184000.0
175,2158,0,4,1Fam,Gd,Av,ALQ,1.0,TA,Y,TA,WdShing,Wd Shng,1,CBlock,2,576.0,2.0,Unf,Attchd,2158,0,TA,1Story,1,Gd,84.0,Reg,20,RL,None,6,Edwards,7,6,Gable,Normal,7,1202.0,0,60,3,243000.0
176,1164,896,4,1Fam,TA,No,GLQ,0.0,Gd,Y,Gd,Plywood,Plywood,1,PConc,2,521.0,2.0,Unf,Attchd,2060,1,TA,2Story,1,TA,97.0,IR1,60,RL,BrkFace,9,ClearCr,5,6,Gable,Normal,8,1151.0,1,22,3,211000.0
177,1252,668,4,1Fam,TA,No,ALQ,1.0,TA,Y,Gd,MetalSd,MetalSd,1,CBlock,2,451.0,2.0,Unf,Attchd,1920,0,Ex,1.5Fin,1,Gd,0.0,Reg,50,RL,None,7,Sawyer,5,5,Gable,Normal,8,1052.0,1,52,4,172500.0
178,2234,0,1,1Fam,TA,No,GLQ,1.0,Ex,Y,Ex,VinylSd,VinylSd,1,PConc,2,1166.0,3.0,Fin,Attchd,2234,0,Ex,1Story,1,Ex,63.0,IR1,20,RL,Stone,7,StoneBr,5,9,Hip,Partial,9,2216.0,0,2,1,501837.0
179,968,0,2,1Fam,TA,No,Unf,0.0,TA,Y,Gd,Wd Sdng,Wd Sdng,0,CBlock,1,480.0,2.0,Unf,Detchd,968,0,TA,1Story,1,TA,60.0,Reg,30,RM,None,7,OldTown,6,5,Gable,Normal,5,968.0,0,87,3,100000.0
180,769,756,3,Twnhs,TA,No,GLQ,0.0,Gd,Y,Gd,MetalSd,MetalSd,1,PConc,2,440.0,2.0,Unf,Detchd,1525,1,Ex,2Story,1,Gd,0.0,Reg,160,FV,BrkFace,6,Somerst,5,6,Gable,Normal,5,756.0,1,10,3,177000.0
181,901,901,4,1Fam,TA,No,LwQ,0.0,Fa,Y,TA,Stucco,Stucco,1,BrkTil,1,216.0,1.0,Unf,Detchd,1802,1,Gd,2Story,1,TA,54.0,Reg,70,RL,None,7,Crawfor,6,7,Gable,Normal,9,793.0,1,90,4,200100.0
